Animal Welfare & Control,Waste Management Planning,Land Drainage,Collection of Charges,Housing & Building,"Waste Regulations, Monitoring & Enforcement",Safety of Structures & Places,Landfill Operation & Aftercare,Franchise Costs,Community Sport & Recreational Development,Maintenance of Local Authority Housing,Waste Water Treatment,Local Representatives,Tourism Development & Promotion,Arts Council,Agriculture Fisheries and Food,Planning Fees,Clean Streets,Stores,Fire Services,Commercial Refuse,Enforcement & Building Control,Social Housing Administration and Development,Housing Grants,Coastal Protection,Water Supply,Road Maintenance,Agency and Recoupable Services,Operation of Markets & Casual Trading,Development Management,"Jobs, Enterprise and Innovation",County,Separate Charges,Housing Loans,Arts Programme,Social Protection,NPPR,General Purpose Grant,Fire Prevention,Water,Property Management,Support to Roads Capital Programme,Population,Local Economic Development,Outdoor Leisure Areas,Machinery,Environmental Services,County Charge,Waste to Energy Facilities,Landfill Charges,Housing Loans Interest & Charges,Morgue & Coroner Expenses,Local Authority Contributions,Recovery & Recycling Facilities,Support to Water Capital Programme,Public Conveniences,Administration of Rates,Environment,Car Parking,Traffic Management,Rates,Sale/leasing of other property / Industrial Sites,Administration of Homeless Service,Support to Housing Capital Programme,Agency Services & Repayable Works,"Water Quality, Air & Noise Pollution",Recreation / Amenity / Culture,Justice Equality and Law Reform,Motor Taxation,Misc. (Detail),Provision of Waste to Collection Services,"Arts, Heritage & Gaeltacht","Transport, Tourism & Sport",Grants & Subsidies,Total Income,Public Lighting,Road Transport & Safety,Libraries,Rents from Houses,Goods & Services,Piers & Harbours,NTA,Water Services,Defence,Fire Charges,Superannuation,Rental Accommodation Scheme and Leasing Programme,Other,Heritage & Conservation Services,Admininstration of Group and Private Installations,Educational Support Services,Unfinished Housing Estates,Malicious Damage,Total Expenditure,Library Council,Pension-Related Deduction,Burial Grounds Maintenance,Domestic Refuse,Education and Skills,Parking Fines/Charges,Road Safety & Promotion,Recreation & Amenity,NRA,Weighbridges,Library Fees/Fines,Provision for Debit Balance,Leisure Facilities,Provision for Credit Balance
491439.0,66834.0,214040.0,133778.0,10897117.0,461300.0,343176.0,1742106.0,225554.0,445863.0,2869627.0,2031549.0,1039057.0,343422.0,50100.0,0.0,190000.0,884420.0,10077.0,3175258.0,0.0,524742.0,934951.0,1348900.0,0.0,2839993.0,9956554.0,1895009.0,3229.0,1044948.0,500000.0,Laois,0.0,2244521.0,935286.0,0.0,0.0,7631324.0,279645.0,4886000.0,91425.0,556335.0,80559.0,1551276.0,273410.0,562472.0,7536426.0,0.0,0.0,307000.0,2637000.0,112868.0,281050.0,161262.0,149079.0,56608.0,2705647.0,3919400.0,309331.0,155731.0,12024000.0,0.0,55291.0,1498442.0,695000.0,241479.0,0.0,8500.0,728237.0,2843450.0,0.0,0.0,0.0,14163400.0,53931000.0,996273.0,13641909.0,1926526.0,5162000.0,18588500.0,0.0,0.0,5297866.0,75000.0,250000.0,682000.0,1775286.0,1528000.0,158094.0,85377.0,879781.0,249215.0,0.0,53931000.0,0.0,970000.0,180946.0,0.0,758000.0,585000.0,643010.0,3727150.0,7324400.0,0.0,70000.0,0.0,26065.0,553776.0
362341.0,50726.0,56134.0,149160.0,3916051.0,262771.0,261781.0,215903.0,85211.0,343018.0,1552359.0,1125822.0,946351.0,289477.0,0.0,0.0,133400.0,126746.0,0.0,1962316.0,0.0,303009.0,493464.0,366236.0,0.0,1175715.0,10786469.0,153120.0,267.0,674271.0,295000.0,Leitrim,0.0,186749.0,754663.0,0.0,70000.0,8282319.0,176228.0,2671697.0,0.0,388102.0,31798.0,1479769.0,434750.0,582025.0,3752815.0,0.0,0.0,0.0,71700.0,52060.0,50000.0,266084.0,185041.0,4930.0,867510.0,1441807.0,85492.0,142507.0,5176674.0,5000.0,37207.0,671900.0,10000.0,336395.0,20000.0,0.0,404037.0,1808686.0,26937.0,79300.0,0.0,12086736.0,34050000.0,290844.0,13139135.0,1403028.0,2086428.0,7739271.0,0.0,0.0,2997967.0,82479.0,120000.0,564460.0,604356.0,286000.0,21699.0,234055.0,636848.0,188170.0,0.0,34050000.0,0.0,765000.0,42805.0,0.0,594776.0,97900.0,577669.0,3141733.0,9307374.0,0.0,30000.0,0.0,206207.0,0.0
1105297.0,1184361.0,181121.0,1682159.0,28848354.0,998867.0,596451.0,6284089.0,463536.0,326279.0,7430873.0,9330634.0,2454390.0,1803180.0,238500.0,0.0,576465.0,5502575.0,214812.0,14968549.0,0.0,1299333.0,2818492.0,2482363.0,0.0,15933335.0,23045009.0,1761303.0,12050.0,2675917.0,563837.0,Limerick,0.0,1220396.0,1404276.0,156296.0,200680.0,14610000.0,672861.0,26781999.0,723616.0,339676.0,191809.0,3781009.0,2258541.0,3384095.0,38047049.0,0.0,225000.0,5353000.0,792724.0,425634.0,5689135.0,792077.0,343275.0,138663.0,10523483.0,17468487.0,1379856.0,1148051.0,53676855.0,274368.0,3183177.0,1642635.0,124947.0,1502257.0,0.0,70000.0,1803939.0,10595738.0,742753.0,0.0,0.0,34170629.0,173156191.0,2737053.0,30943153.0,5177965.0,12383000.0,67784476.0,0.0,0.0,29097161.0,78000.0,735870.0,2200000.0,8974196.0,329824.0,208764.0,1408624.0,2759173.0,103375.0,30000.0,173156191.0,0.0,2914231.0,1272030.0,0.0,2187000.0,2053550.0,1833826.0,9882156.0,13078685.0,9869.0,23000.0,0.0,715095.0,0.0
345589.0,22660.0,32545.0,510825.0,6953032.0,563306.0,175006.0,22026.0,249458.0,247245.0,2149233.0,3354289.0,1345764.0,38592.0,22500.0,0.0,64440.0,1069922.0,51170.0,2137369.0,0.0,465211.0,1384289.0,392644.0,0.0,4983946.0,8046700.0,827477.0,0.0,781629.0,697251.0,Longford,0.0,508406.0,214353.0,0.0,750000.0,8119493.0,251854.0,9599770.0,1408.0,156621.0,39000.0,1911018.0,201543.0,113471.0,4829902.0,0.0,0.0,0.0,407376.0,66854.0,747008.0,89712.0,441922.0,34030.0,2555622.0,1729831.0,758387.0,102372.0,8296051.0,19800.0,249381.0,790746.0,4000.0,222456.0,61900.0,0.0,376660.0,668747.0,0.0,125000.0,0.0,8899724.0,44878434.0,619286.0,9988391.0,1541038.0,4831853.0,18803254.0,0.0,0.0,10222242.0,56000.0,17000.0,628886.0,1472024.0,741700.0,120117.0,263029.0,408745.0,536731.0,0.0,44878434.0,0.0,759912.0,247520.0,0.0,350000.0,977474.0,294455.0,2475431.0,5177442.0,0.0,25000.0,23896.0,266934.0,0.0
547676.0,169094.0,0.0,528185.0,19217598.0,546115.0,364046.0,439927.0,386282.0,1220084.0,7041854.0,9114794.0,1780620.0,278206.0,0.0,0.0,390000.0,3098828.0,162537.0,10720669.0,0.0,995583.0,2091944.0,2363749.0,182735.0,13869920.0,12710391.0,490441.0,65466.0,2489090.0,0.0,Louth,0.0,1378396.0,1773696.0,65000.0,50000.0,7307231.0,312193.0,18494876.0,36588.0,414647.0,122897.0,5313668.0,1375624.0,1342755.0,18661025.0,101300.0,32824.0,0.0,335900.0,217610.0,12514664.0,948154.0,828681.0,275396.0,6906232.0,9682264.0,1255928.0,577328.0,33263366.0,61915.0,1435837.0,2022987.0,25000.0,1311102.0,142000.0,5000.0,945311.0,5514888.0,6900.0,40000.0,75000.0,22057059.0,115244449.0,2040229.0,18919634.0,2805586.0,9288000.0,51015493.0,216860.0,0.0,25212244.0,90000.0,380250.0,1297000.0,2803585.0,2368932.0,247024.0,110770.0,2940236.0,250084.0,5000.0,115244449.0,25000.0,1500000.0,711173.0,0.0,2501221.0,2461000.0,1037828.0,7430344.0,7204642.0,3600.0,60000.0,0.0,255354.0,0.0
824515.0,313363.0,66410.0,1339060.0,16074426.0,351704.0,566110.0,4224991.0,422987.0,723454.0,2121713.0,8580791.0,1642311.0,100000.0,101820.0,0.0,290000.0,1016752.0,0.0,5041151.0,0.0,699478.0,1031762.0,2861194.0,63080.0,11424216.0,28627594.0,3815466.0,20172.0,2201429.0,1130000.0,Mayo,0.0,1795538.0,1536738.0,350000.0,625000.0,16399484.0,618023.0,22655781.0,0.0,1810243.0,130638.0,4411108.0,847966.0,0.0,19120404.0,1607167.0,0.0,2900000.0,1434075.0,238167.0,2443800.0,195448.0,1774641.0,60916.0,3288870.0,12135562.0,1024510.0,154410.0,17450776.0,60000.0,169492.0,1596908.0,3085000.0,714139.0,480000.0,2000.0,1387100.0,9026920.0,0.0,281000.0,0.0,41334343.0,130060146.0,1312730.0,34903156.0,3054850.0,4880000.0,51116876.0,602125.0,0.0,27371082.0,111000.0,360000.0,1528000.0,6497819.0,1054493.0,173105.0,4120167.0,4325520.0,178936.0,0.0,130060146.0,0.0,2151500.0,638528.0,0.0,4000000.0,1273300.0,395747.0,7691274.0,22168468.0,0.0,75000.0,0.0,1528266.0,0.0
562656.0,40034.0,61895.0,943733.0,12183435.0,2867050.0,461525.0,200041.0,308994.0,346396.0,3330838.0,8825633.0,1694623.0,206617.0,39500.0,0.0,622100.0,1308422.0,0.0,4032827.0,0.0,503750.0,990069.0,1008531.0,0.0,9263741.0,18522038.0,1233724.0,0.0,3635391.0,1500000.0,Meath,0.0,1296163.0,563730.0,0.0,0.0,8799199.0,305621.0,19484161.0,0.0,1195496.0,184135.0,3896983.0,124407.0,0.0,10743923.0,3443852.0,0.0,0.0,619623.0,148578.0,1766013.0,440507.0,792194.0,63606.0,5826898.0,4753910.0,0.0,55032.0,26336348.0,112100.0,325111.0,2743286.0,0.0,579849.0,195000.0,4000.0,1464027.0,6489430.0,151058.0,0.0,0.0,20243747.0,97284572.0,1735783.0,25186964.0,3400506.0,6133000.0,36911426.0,0.0,0.0,20667565.0,0.0,250000.0,1189999.0,2488784.0,263500.0,265202.0,264812.0,3013518.0,160115.0,0.0,97284572.0,0.0,1550000.0,338793.0,0.0,2735946.0,10000.0,478033.0,5436994.0,10946891.0,3609.0,40000.0,0.0,999994.0,0.0
433690.0,60450.0,0.0,125887.0,6251767.0,279284.0,200054.0,2124622.0,114423.0,0.0,1119371.0,458073.0,786027.0,291328.0,44000.0,0.0,160300.0,497994.0,0.0,2592347.0,0.0,203592.0,684836.0,1699764.0,0.0,3802440.0,13674508.0,3154184.0,0.0,951548.0,0.0,Monaghan,0.0,736875.0,944205.0,0.0,60000.0,9844208.0,1000.0,1477758.0,0.0,38789.0,60483.0,2887222.0,10000.0,0.0,6716492.0,2420182.0,0.0,1396000.0,478093.0,123349.0,2977288.0,107910.0,7076.0,9200.0,1309990.0,8630752.0,0.0,10000.0,6575344.0,0.0,39744.0,300838.0,0.0,830900.0,0.0,0.0,879675.0,1248287.0,10000.0,0.0,0.0,21217240.0,51968889.0,629142.0,15462180.0,2093664.0,2182952.0,10843799.0,0.0,0.0,6867217.0,83050.0,90000.0,752011.0,1597278.0,1645222.0,173497.0,2457410.0,1121853.0,0.0,0.0,51968889.0,0.0,1068116.0,11931.0,0.0,991271.0,0.0,303535.0,3278985.0,9822945.0,0.0,21110.0,0.0,231116.0,0.0
315575.0,20626.0,271070.0,272306.0,6753061.0,485095.0,387940.0,824992.0,30107.0,0.0,1155051.0,5253586.0,917296.0,37000.0,63400.0,0.0,186300.0,323356.0,2534054.0,2761857.0,0.0,313799.0,1053271.0,711002.0,0.0,4600108.0,8661671.0,2277509.0,2323.0,1338901.0,950000.0,Offaly,0.0,511114.0,379773.0,0.0,0.0,5059420.0,241152.0,10126000.0,0.0,398248.0,76687.0,2107876.0,0.0,1350326.0,6177361.0,2078800.0,21371.0,15000.0,936829.0,152190.0,1423582.0,243431.0,165076.0,43393.0,1959007.0,2647654.0,61824.0,109097.0,8963191.0,3000.0,191661.0,1449513.0,3795142.0,221774.0,0.0,0.0,550000.0,4332201.0,591393.0,0.0,0.0,12581187.0,54230990.0,528846.0,10581418.0,2006016.0,2720024.0,24597468.0,0.0,0.0,11128245.0,73039.0,260000.0,714390.0,1552248.0,5838.0,177184.0,792250.0,1836639.0,0.0,0.0,54230990.0,0.0,950924.0,50603.0,0.0,1805670.0,0.0,591526.0,2655716.0,7035586.0,3500.0,85000.0,760833.0,87896.0,0.0
464400.0,80900.0,244200.0,871000.0,6443300.0,439600.0,238800.0,477000.0,269700.0,187000.0,1871100.0,4070300.0,782800.0,181700.0,95400.0,0.0,176500.0,504200.0,29200.0,2835700.0,0.0,757300.0,501900.0,412800.0,0.0,6502400.0,17930900.0,153600.0,133100.0,1782600.0,0.0,Roscommon,0.0,312900.0,786300.0,0.0,50000.0,9107400.0,0.0,11425800.0,394400.0,502700.0,64065.0,1396200.0,618300.0,166000.0,6128400.0,0.0,0.0,0.0,91500.0,141300.0,0.0,728700.0,182400.0,28600.0,2332000.0,479200.0,0.0,16600.0,11069200.0,197000.0,32800.0,518000.0,462200.0,395600.0,211000.0,40000.0,480000.0,2836200.0,13000.0,0.0,0.0,16849700.0,60626800.0,741100.0,20821100.0,1470300.0,5848000.0,22485500.0,0.0,0.0,11718400.0,0.0,180000.0,741500.0,2793800.0,498000.0,161700.0,10000.0,1693400.0,324900.0,25100.0,60626800.0,0.0,1115000.0,351000.0,246000.0,1600000.0,0.0,486800.0,3291700.0,14137100.0,4200.0,19800.0,0.0,229800.0,0.0
333094.0,6626.0,39918.0,124990.0,7313031.0,357500.0,365762.0,0.0,189290.0,179085.0,1228157.0,826287.0,1250139.0,123616.0,93820.0,0.0,117000.0,112527.0,30489.0,3490304.0,0.0,695496.0,320464.0,904462.0,6474.0,2465271.0,17788221.0,121447.0,0.0,831201.0,0.0,Sligo,0.0,866856.0,640159.0,0.0,200000.0,8908571.0,366843.0,0.0,0.0,454210.0,65393.0,1609061.0,91137.0,2247700.0,5559700.0,2762735.0,0.0,0.0,505500.0,196510.0,312503.0,321881.0,12773.0,18119.0,724644.0,4893934.0,0.0,0.0,4510100.0,60000.0,86376.0,240632.0,2834712.0,317341.0,0.0,18500.0,924148.0,3569413.0,0.0,0.0,0.0,22539820.0,50516354.0,549432.0,19379288.0,1912921.0,2250000.0,10745128.0,397857.0,0.0,3991997.0,0.0,134000.0,750000.0,3662795.0,3170910.0,183710.0,139397.0,1505100.0,19142.0,0.0,50516354.0,0.0,1050000.0,99110.0,0.0,0.0,0.0,94735.0,2843302.0,14362656.0,0.0,12000.0,0.0,20000.0,0.0
1498600.0,0.0,0.0,466500.0,55568800.0,1361100.0,437200.0,7895500.0,627100.0,7240900.0,13046100.0,5418800.0,1693100.0,230500.0,46200.0,0.0,627000.0,7879900.0,0.0,17780400.0,0.0,1645600.0,7152900.0,2475600.0,0.0,6267800.0,15301300.0,27600.0,100.0,2725800.0,857000.0,South Dublin,0.0,2648600.0,1295600.0,0.0,0.0,0.0,0.0,11758900.0,1170200.0,1642000.0,265205.0,8598500.0,12149400.0,65500.0,42801200.0,0.0,725000.0,0.0,1848900.0,450200.0,5781600.0,2551800.0,654300.0,0.0,25043300.0,26187900.0,753800.0,1846100.0,122796000.0,644800.0,1163200.0,4902600.0,88500.0,535400.0,530000.0,29600.0,0.0,6780400.0,2241800.0,0.0,0.0,38477600.0,217714200.0,4659000.0,27094000.0,9209000.0,22110200.0,53440600.0,0.0,0.0,12846600.0,0.0,140000.0,2315300.0,23945500.0,3241700.0,25700.0,14200.0,3973100.0,0.0,29600.0,217714200.0,124600.0,3000000.0,1393100.0,0.0,2973700.0,680000.0,2880400.0,31187100.0,5016900.0,0.0,135000.0,392000.0,1292200.0,0.0
1111756.0,230732.0,185269.0,751728.0,18568504.0,313502.0,745390.0,1955104.0,297166.0,386765.0,3488116.0,10644105.0,2129813.0,277609.0,51750.0,0.0,337274.0,986831.0,166251.0,6772137.0,0.0,1479149.0,1748478.0,2607230.0,0.0,11647851.0,32375702.0,2850308.0,2351.0,1951178.0,0.0,Tipperary,0.0,1035489.0,1180545.0,0.0,25000.0,18800747.0,382127.0,23147254.0,9206.0,755135.0,158754.0,2558549.0,481861.0,424776.0,13743149.0,6241016.0,0.0,224000.0,1706941.0,332018.0,5783763.0,841735.0,876784.0,68101.0,1705654.0,9770678.0,229948.0,128312.0,14778288.0,61563.0,286769.0,3330942.0,2100000.0,645929.0,285460.0,92988.0,1666824.0,4856339.0,270382.0,74500.0,117836.0,36667877.0,126209449.0,1406757.0,37166241.0,4454544.0,6381340.0,47431064.0,0.0,0.0,26082386.0,157000.0,467700.0,1885555.0,6061579.0,2175641.0,295295.0,881204.0,4107981.0,110558.0,0.0,126209449.0,0.0,2290457.0,435689.0,0.0,3713139.0,168875.0,563965.0,7788416.0,20514345.0,0.0,0.0,0.0,684627.0,0.0
698163.0,64417.0,0.0,275859.0,23297531.0,575932.0,806661.0,758832.0,247239.0,609482.0,5264446.0,8223707.0,1887226.0,878074.0,96250.0,0.0,354450.0,3111239.0,239510.0,8318613.0,75920.0,481897.0,2126006.0,1293784.0,74596.0,9440691.0,16630036.0,2477579.0,4005.0,1757436.0,284422.0,Waterford,0.0,2992292.0,2274047.0,0.0,60000.0,15751137.0,428123.0,19842954.0,350503.0,372843.0,113795.0,2490947.0,1613225.0,3132356.0,18885675.0,1916120.0,0.0,41591.0,1707884.0,190874.0,2626895.0,993647.0,2122633.0,217425.0,5284732.0,10584342.0,1013110.0,641241.0,29442092.0,758820.0,2948392.0,2213379.0,735827.0,168138.0,273000.0,0.0,1402221.0,6153676.0,3316211.0,0.0,0.0,24804978.0,123322625.0,1893666.0,24042045.0,4054123.0,10713058.0,49452298.0,52288.0,0.0,21320322.0,164500.0,172883.0,1985497.0,6332455.0,672986.0,873263.0,250926.0,2599820.0,114789.0,0.0,123322625.0,22500.0,1956000.0,204445.0,1577313.0,2285700.0,2267000.0,658990.0,9818037.0,10694278.0,0.0,105530.0,0.0,538436.0,0.0
451476.0,23917.0,26223.0,379274.0,9222011.0,311707.0,495388.0,415229.0,76735.0,292858.0,1325183.0,4727035.0,1079882.0,198598.0,51750.0,0.0,337274.0,1288791.0,0.0,2050029.0,0.0,954125.0,687621.0,856806.0,0.0,4648020.0,9422662.0,1916998.0,35318.0,1125962.0,0.0,Westmeath,0.0,1198660.0,378282.0,0.0,25000.0,18800747.0,286073.0,23147254.0,408150.0,1192217.0,86164.0,1562691.0,446032.0,2663653.0,6100725.0,6241016.0,0.0,224000.0,1706941.0,220001.0,5783763.0,213632.0,900051.0,33679.0,2169458.0,9770678.0,1006933.0,56426.0,14778288.0,61563.0,783276.0,530549.0,2100000.0,482547.0,285460.0,92988.0,848780.0,4856339.0,0.0,74500.0,117836.0,36667877.0,126209449.0,1015301.0,13233748.0,2575505.0,6381340.0,47431064.0,0.0,0.0,12515427.0,157000.0,467700.0,1885555.0,3428959.0,2175641.0,97669.0,244523.0,1239041.0,80947.0,6635.0,61584171.0,0.0,2290457.0,485689.0,0.0,3713139.0,168875.0,311534.0,5344040.0,20514345.0,5878.0,0.0,0.0,1452685.0,0.0
650161.0,85866.0,68592.0,1144948.0,16438681.0,621189.0,810364.0,2752734.0,285286.0,602576.0,3052704.0,7945973.0,1087233.0,188586.0,75820.0,0.0,230000.0,1011052.0,121859.0,4075139.0,0.0,1385646.0,1573273.0,1793259.0,148941.0,8091534.0,18576365.0,1441223.0,0.0,1770230.0,0.0,Wexford,42500.0,1857378.0,601479.0,0.0,500000.0,10188026.0,360119.0,19165207.0,0.0,358225.0,145320.0,2557832.0,386012.0,463896.0,11885151.0,6210598.0,0.0,0.0,1908000.0,206375.0,9034.0,977126.0,2169290.0,233384.0,2890805.0,18204968.0,176479.0,83598.0,19470053.0,0.0,406912.0,1876533.0,732008.0,808797.0,0.0,40000.0,1698433.0,1727360.0,130237.0,18590.0,0.0,23063914.0,95646908.0,939704.0,21803238.0,3784486.0,8800000.0,35271817.0,713250.0,0.0,21143607.0,120000.0,440000.0,1208208.0,5878622.0,1232088.0,200227.0,1534923.0,3051027.0,51076.0,0.0,95646908.0,0.0,1400000.0,248138.0,0.0,2637000.0,500000.0,582269.0,5379553.0,735448.0,16000.0,52000.0,0.0,5000.0,0.0
652380.0,334146.0,14881.0,362886.0,11198214.0,914765.0,283812.0,11870585.0,251263.0,259195.0,2249868.0,6991411.0,1158199.0,113245.0,50000.0,0.0,220000.0,327663.0,243401.0,4468782.0,0.0,885594.0,1231027.0,413774.0,15678.0,6017256.0,13291180.0,5005446.0,6024.0,1972216.0,380631.0,Wicklow,0.0,762653.0,423235.0,0.0,0.0,3957000.0,555139.0,13610403.0,180157.0,586183.0,136640.0,2360009.0,565603.0,2822381.0,20999929.0,8282708.0,0.0,11250000.0,588889.0,177764.0,108920.0,1482592.0,598138.0,198350.0,2944498.0,5200441.0,328080.0,3306471.0,17725628.0,169261.0,336899.0,1100397.0,4575262.0,266553.0,0.0,12307.0,1093264.0,4708546.0,32074.0,20000.0,0.0,17963353.0,92821248.0,1457046.0,19483096.0,2795556.0,6326099.0,43453601.0,183630.0,3000000.0,14719854.0,60000.0,403000.0,996821.0,5103596.0,578500.0,146702.0,458532.0,1832588.0,1937.0,2900.0,92821248.0,,1438958.0,463818.0,0.0,1709221.0,420000.0,432290.0,4111090.0,6952253.0,11287.0,76400.0,60000.0,28145.0,0.0
